Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
1,5,2,4,2,6
15,28,11,11,4,13
16,27,10,10,3,14
17,26,9,9,4,15
17,25,8,10,5,16
17,24,7,11,6,17
18,23,6,12,7,18
18,22,5,13,8,19
17,23,4,14,9,20
16,24,4,15,10,21
15,25,4,15,11,22
14,25,4,15,12,23
15,26,4,15,13,24
16,27,4,15,14,25
17,28,4,15,15,26
17,28,4,15,16,27
18,28,4,15,17,28
19,28,4,15,18,28
20,28,5,15,19,28
21,28,6,15,20,28
22,28,6,14,21,28
23,28,6,14,22,28
24,28,6,14,23,28
25,28,6,14,24,28
26,28,6,14,25,28
27,28,6,14,26,28
26,28,6,14,27,28
25,28,7,13,26,28
24,28,8,12,25,28
23,27,8,11,24,28
22,26,7,11,23,27
21,25,7,11,22,26
20,24,7,11,21,25
19,23,7,11,20,24
18,22,7,11,19,23
17,21,7,11,18,22
16,20,7,11,17,21
15,19,7,11,16,20
14,18,7,11,15,19
13,17,7,11,14,18
12,16,7,11,13,17
11,15,7,11,12,16
10,14,7,11,11,15
9,13,7,11,10,14
8,12,6,10,9,13
7,11,5,9,8,12
6,10,4,8,7,11
5,9,3,7,6,10
4,8,2,6,5,9
3,7,2,6,4,8
2,6,1,5,3,7
