Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
26,25,24,25,25,24
26,20,24,21,16,8
25,21,23,20,15,7
24,21,22,19,14,8
23,20,21,18,13,9
22,19,20,17,12,9
21,18,19,16,11,8
20,17,18,15,10,7
19,16,17,14,9,6
18,15,16,13,8,5
17,14,15,12,7,4
16,13,14,11,6,3
15,12,13,10,5,2
14,11,12,9,4,1
13,10,11,8,4,1
12,9,10,7,4,1
11,8,9,6,4,1
10,7,8,5,4,1
9,6,7,4,4,1
8,5,6,3,4,1
7,4,5,2,3,1
6,3,4,1,2,1
6,3,3,1,2,1
5,3,2,1,1,1
4,3,1,1,2,1
4,4,2,1,3,2
5,4,3,2,4,3
6,5,4,3,5,4
7,6,5,4,6,5
8,7,6,5,7,6
9,8,7,6,8,7
10,9,8,7,9,8
11,10,9,8,10,9
12,11,10,9,11,10
13,12,11,10,12,11
14,13,12,11,13,12
15,14,13,12,14,13
16,15,14,13,15,14
17,16,15,14,16,15
18,17,16,15,17,16
19,18,17,16,18,17
20,19,18,17,19,18
21,20,19,18,20,19
22,21,20,19,21,20
23,22,21,20,22,21
24,23,22,21,23,22
25,24,23,22,24,23
26,25,24,23,25,24
