Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
14,9,23,14,18,11
18,21,15,13,19,7
17,22,16,12,20,8
16,21,17,11,21,9
15,20,18,10,22,10
14,19,19,9,23,11
13,18,20,8,22,12
12,17,21,9,21,13
11,16,22,10,20,14
10,15,23,11,19,15
9,14,24,12,18,15
10,13,25,13,17,14
11,12,25,14,16,13
10,13,25,13,15,14
11,12,25,14,14,13
12,11,25,13,14,14
13,10,24,14,15,13
14,9,23,15,16,13
15,8,22,16,17,12
16,7,21,17,18,11
